calc1,calc2,calc3,calc4,calc5,calc6,calc7,calc8,calc9,calc10,calc11,calc12,calc13,calc14,calc24,calc15,calc16,calc17,calc18,calc19,calc20,calc21,calc22,calc23,calc25,calc26,name
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pompes funebres saint-philippe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,salle madore saint-philippe
0,0,0,0,0,127764.34,0,0,0,0,0,0,0,0,1602445.96,77606,0,0,0,0,1524839.96,0,0,127764.34,1730210.3,0,sainte-rose
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pompes funebres sainte-rose
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,port abri peche sainte-rose
18871879.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18871879.38,18871879.38,0,sainte-suzanne
0,0,0,0,0,27357.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27357.66,27357.66,0,salazie
0,0,0,0,0,91000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91000,91000,0,le tampon
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13203718.6,514454,0,0,0,0,12689264.6,0,0,0,13203718.6,0,anse bertrand
551684,0,0,0,0,0,0,0,0,0,0,0,0,0,436859216.3,0,0,0,0,436859216.3,0,0,0,551684,437410900.3,0,baie mahault
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lot blachon pika baie mahault
0,0,0,0,0,0,0,0,0,0,0,0,0,0,998729.88,90991.1,0,0,0,0,907738.78,0,0,0,998729.88,0,baillif
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,centre municipal de sante
0,0,0,0,0,160000,0,0,0,0,0,740113.5,0,0,43530955.8,0,0,0,0,43530955.8,0,0,0,900113.5,44431069.3,0,basse terre
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,budget annexe parkings
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bouillante
14369929.079999998,0,735712.2999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15105641.379999999,15105641.379999999,0,capesterre belle eau
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,capesterre marie galante
192563.98,0,30,0,0,0,0,0,0,0,0,0,0,0,11446.64,11446.64,0,0,0,0,0,0,0,192593.98,204040.62,0,gourbeyre
0,0,0,0,0,0,0,0,0,0,0,0,0,0,121166.48,0,0,0,0,0,121166.48,0,0,0,121166.48,0,desirade (la)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deshaies
137571.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137571.64,137571.64,0,grand bourg
602663.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602663.66,602663.66,0,gosier (le)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,palais des sports du gosier
0,0,3074.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3074.74,3074.74,0,goyave
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,irrigation le tampon
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3263123.8,0,0,0,0,0,3263123.8,0,0,0,3263123.8,0,trois-bassins
0,0,0,0,0,0,933401.74,0,0,0,0,0,0,0,19648824.139999997,23636.9,0,0,0,0,19625187.24,0,0,933401.74,20582225.879999995,0,cilaos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acoua
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bandraboua
0,0,2320,0,0,0,0,0,0,0,0,0,0,0,-4000,0,-4000,0,0,0,0,0,0,2320,-1680,0,bandrele
20,0,0,0,0,0,0,0,0,0,0,0,0,0,-49512,0,-49512,0,0,0,0,0,0,20,-49492,0,boueni
0,0,0,0,0,0,0,0,0,0,0,0,0,0,215351.74,215351.74,0,0,0,0,0,0,0,0,215351.74,0,chiconi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chirongui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pole culturel de chirongui
0,0,371940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371940,371940,0,dembeni
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dzaoudzi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kani keli
0,0,0,0,0,13320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13320,13320,0,koungou
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m'tsangamouji
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mamoudzou
0,0,0,0,0,0,0,0,0,0,0,0,0,0,248038,248038,0,0,0,0,0,0,0,0,248038,0,m'tzamboro
0,-1253472,0,0,0,0,0,0,0,0,0,0,0,0,11816533.7,0,0,0,0,0,11816533.7,0,0,-1253472,10563061.7,0,ouangani
5123735.28,0,0,0,0,0,0,0,0,0,0,0,0,0,11207338.72,0,0,0,0,11207338.72,0,0,0,5123735.28,16331074,0,pamandzi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sada
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108.36,2108.36,0,0,0,0,0,0,0,0,2108.36,0,maudetour-en-vexin
45756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45756,45756,0,menouville
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,menucourt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,meriel
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34949.56,48114,-13164.44,0,0,0,0,0,0,0,34949.56,0,mery-sur-oise
600958,0,0,0,0,0,0,0,0,0,0,0,0,0,555426.88,0,0,0,0,0,555426.88,0,0,600958,1156384.88,0,mesnil-aubry (le )
0,0,0,0,0,18410.78,0,0,0,0,0,0,0,0,29880,29880,0,0,0,0,0,0,0,18410.78,48290.78,0,moisselles
0,0,0,0,0,0,0,0,0,0,0,0,0,0,11638,11638,0,0,0,0,0,0,0,0,11638,0,montgeroult
0,0,0,0,0,349300.8,0,0,0,0,0,0,0,0,145787.86,145787.86,0,0,0,0,0,0,0,349300.8,495088.66,0,montigny-les-cormeilles
0,0,4570.88,0,0,0,0,0,0,0,0,0,0,0,28635029.38,0,0,0,0,25363460.86,3271568.52,0,0,4570.88,28639600.259999998,0,vauclin (le )
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7185.8,0,0,0,0,0,7185.8,0,0,0,7185.8,0,morne-vert
137.22,0,0,0,0,0,289810.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289947.98,289947.98,0,bellefontaine
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28938149.04,34320,0,0,0,28903829.04,0,0,0,0,28938149.04,0,les avirons
846990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846990,846990,0,bras-panon
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pompes funebres bras-panon
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entre-deux
0,0,35436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35436,35436,0,etang-sale
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pompes funebres etang-sale
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,reg centre vacances etang-sale
0,0,0,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,4.78,0,villeron
0,0,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,3300,0,villers-en-arthies
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28126,28126,0,0,0,0,0,0,0,0,28126,0,villiers-adam
0,0,261040.48,0,0,0,0,0,0,0,0,0,0,0,1476230,1476230,0,0,0,0,0,0,0,261040.48,1737270.48,0,villiers-le-bel
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,villiers-le-sec
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4758,4758,0,0,0,0,0,0,0,0,4758,0,wy-dit-joli-village
4236557.24,0,0,32086.66,0,0,0,0,0,0,0,0,0,0,199520997.32,0,0,0,0,199520997.32,0,0,0,4268643.9,203789641.22,0,abymes
37568,0,0,0,0,0,0,0,0,0,0,0,0,0,44526,44526,0,0,0,0,0,0,0,37568,82094,0,louisfert
0,0,0,0,0,0,0,0,0,0,0,0,0,0,49523.02,0,0,0,0,49523.02,0,0,0,0,49523.02,0,asst louisfert
0,0,350,0,0,0,0,0,0,0,0,0,0,0,588523.1000000001,0,0,0,0,0,588523.1000000001,0,0,350,588873.1000000001,0,lusanger
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lot les genets lusanger
0,0,2400,0,0,0,0,0,0,0,0,0,0,0,2344135.8,145262.18,0,0,0,2133933.28,64940.34,0,0,2400,2346535.8,0,maisdon-sur-sevre
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cantine maisdon-sur-sevre
0,0,596,0,0,0,0,0,0,1676.94,0,0,0,0,44003345.2,0,0,0,0,43632750.14,370595.06,0,0,2272.94,44005618.14,0,malville
0,0,0,0,0,0,0,343097.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343097.32,343097.32,0,marne (la )
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asst la marne
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,commerce proximite la marne
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,boulangerie la marne
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lot la coulee verte la marne
125892.64,0,0,0,0,0,0,0,0,7671.44,0,0,0,0,0,0,0,0,0,0,0,0,0,133564.08,133564.08,0,marsac-sur-don
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asst marsac-sur-don
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,auberge la roche marsac-sur-don
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41460,41460,0,0,0,0,0,0,0,0,41460,0,masserac
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710549.72,0,0,0,0,2395549.72,315000,0,0,0,2710549.72,0,mauves-sur-loire
